Company Name,Business Name,Street Address,City,Burrough,Province,Postal Code,Telephone Number,Line of Business,Latitude,Longitude,Primary NAICS,Primary SIC,Sales Volume,Total Employees,Local Employees,Year Started
BEL CAFE,,1521 QUEEN ST W SUITE 106,Toronto,TORONTO,Ontario,M6R 1A5,,EATING PLACES,43.63937,-79.441781,722513,58120304,"$145,921.00 ",4,4,1998
BELLAIS COFFEE PLUS,,1240 BAY ST,Toronto,TORONTO,Ontario,M5R 2A7,,EATING PLACES,43.67034,-79.390091,722513,58120304,"$297,233.00 ",10,10,
BELLISSIMO CAFE COFFEE ROASTING HOUSE,,5418 YONGE ST SUITE 21,Toronto,NORTH YORK,Ontario,M2N 6X4,4162271888,EATING PLACES,43.77552,-79.415211,722513,58120304,"$284,547.00 ",10,10,
BIANCO NERO CAFE,,75 SHERBOURNE ST,Toronto,TORONTO,Ontario,M5A 2P9,4169614642,EATING PLACES,43.65264,-79.368491,722513,58120304,"$175,292.00 ",5,5,
"BIG GUYS LITTLE COFFEE SHOP, THE",,2861 LAKE SHORE BLVD W,Toronto,ETOBICOKE,Ontario,M8V 1H8,6472977416,EATING PLACES,43.60118,-79.502381,722513,58120304,"$167,810.00 ",5,5,
BILL MAUR COFFEE SHOP LTD,,165 THE QUEENSWAY SUITE 331,Toronto,ETOBICOKE,Ontario,M8Y 1H8,4162592784,EATING PLACES,43.62979,-79.485691,722513,58120304,"$145,921.00 ",4,4,1954
BIRDS AND BEANS INC,,49 FIMA CRES UNIT D,Toronto,TORONTO,Ontario,M8W 3R1,6474393294,"ROASTED COFFEE, NSK",43.60281,-79.5265,311920,20959902,"$114,321.00 ",5,5,2001
BIRDS AND BEANS INC,,2415 LAKE SHORE BLVD W,Toronto,ETOBICOKE,Ontario,M8V 1C5,4169139221,"FRUITS AND TREE NUTS, NEC, NSK",43.61399,-79.488891,111339,1799910,$0.00 ,5,5,2001
BIZIM COFFEE,,871 WILSON AVE,Toronto,NORTH YORK,Ontario,M3K 1E6,4166332020,EATING PLACES,43.73065,-79.465741,722513,58120304,"$167,810.00 ",5,5,
BLACK BEAR ESPRESSO,,25 CARLTON ST UNIT C,Toronto,TORONTO,Ontario,M5B 1L4,4165194998,EATING PLACES,43.661345,-79.381552,722513,58120304,$0.00 ,10,10,2017
BLACK CAT ESPRESSO BAR INC,,132 ARMSTRONG AVE,Toronto,TORONTO,Ontario,M6H 1V8,,EATING PLACES,43.663841,-79.44204,722513,58120304,$0.00 ,10,10,2016
BLACK ROCK COFFEE,,679 BLOOR ST W,Toronto,TORONTO,Ontario,M6G 1L3,4164557186,EATING PLACES,43.663902,-79.416538,722513,58120304,$0.00 ,10,10,2017
BLOOR BAR CAFE,,1050 BLOOR ST W,Toronto,TORONTO,Ontario,M6H 1M3,4165319249,EATING PLACES,43.660593,-79.432282,722513,58120304,"$167,810.00 ",5,5,
BLUE MOUNTAIN COFFEE RESTAURANT INC,,149 BALDWIN ST,Toronto,TORONTO,Ontario,M5T 1L9,,EATING PLACES,43.6549,-79.399491,722511,58120000,"$167,810.00 ",5,5,
BOND COFFEE SHOP,,113 BOND ST,Toronto,TORONTO,Ontario,M5B 1Y2,4169770604,EATING PLACES,43.6572,-79.378321,722513,58120304,"$75,452.00 ",2,2,
BOTTLE ROCKET COFFEE,,584 LANSDOWNE AVE,Toronto,TORONTO,Ontario,M6H 3Y6,,EATING PLACES,43.660442,-79.443631,722513,58120304,$0.00 ,10,10,2017
BRANT STREET CAFE INC,,425 ADELAIDE ST W,Toronto,TORONTO,Ontario,M5V 3C1,4165041098,EATING PLACES,43.64609,-79.397701,722513,58120304,"$75,452.00 ",2,2,1993
BREAD & ROSES BAKERY CAFE LTD,,2232 BLOOR ST W,Toronto,TORONTO,Ontario,M6S 1N6,4167699898,EATING PLACES,43.65127,-79.476801,722513,58120304,"$556,360.00 ",19,19,2001
BREAD & ROSES BAKERY LTD,,666 MILLWOOD RD,Toronto,TORONTO,Ontario,M4S 1K8,,EATING PLACES,43.70433,-79.374791,722513,58120304,"$152,427.00 ",4,4,
"BREWS BROTHERS COFFEE COMPANY INC, THE",,282 BELFIELD RD,Toronto,ETOBICOKE,Ontario,M9W 1H5,,"ROASTED COFFEE, NSK",43.69845,-79.592501,311920,20959902,"$262,659.00 ",12,12,1993
"BRICKYARDS GROUND, THE",,1289 GERRARD ST E,Toronto,TORONTO,Ontario,M4L 1Y5,4168212622,EATING PLACES,43.670839,-79.328082,722513,58120304,"$167,810.00 ",5,5,2015
BRUST BEVERAGE COMPANY LTD,,220 DUNCAN MILL RD,Toronto,NORTH YORK,Ontario,M3B 3J5,6479806249,"MISCELLANEOUS FOOD STORES, NSK",43.761968,-79.353121,445299,54990201,"$240,770.00 ",5,5,2017
BUDA CAFE,,5418 YONGE ST SUITE 21,Toronto,NORTH YORK,Ontario,M2N 6X4,4162242727,EATING PLACES,43.77552,-79.415211,722513,58120304,"$175,292.00 ",5,5,
BUNA THE SOUL OF COFFEE,,1176 QUEEN ST W,Toronto,TORONTO,Ontario,M6J 1J5,4166030400,EATING PLACES,43.64288,-79.425677,722513,58120304,"$167,810.00 ",5,5,2017
BUY COFFEE CANADA,,179 KING STREET E,Toronto,TORONTO,Ontario,M5A 1J4,8008708982,EATING PLACES,43.650602,-79.371025,722513,58120304,$0.00 ,10,10,2018
BUZZ STOP INC,,4 CRESCENT RD,Toronto,TORONTO,Ontario,M4W 1S9,4169280828,EATING PLACES,43.67713,-79.389321,722513,58120304,"$175,292.00 ",5,5,
"CAFE AU LAIT INC, LE",,2040 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1J6,,EATING PLACES,43.68567,-79.314191,722513,58120304,"$72,231.00 ",2,2,
CAFE CASABLANCA,,1393 DANFORTH AVE,Toronto,TORONTO,Ontario,M4J 1N2,4169132653,EATING PLACES,43.68228,-79.327601,722513,58120304,"$167,810.00 ",5,5,
CAFE CUGINI,,538 MANNING AVE,Toronto,TORONTO,Ontario,M6G 2V9,,EATING PLACES,43.66058,-79.414951,722513,58120304,"$145,921.00 ",4,4,2006
CAFE LAN VAN II KARAOKE,,70 OSSINGTON AVE,Toronto,TORONTO,Ontario,M6J 2Y7,,EATING PLACES,43.64575,-79.419641,722513,58120304,"$75,452.00 ",2,2,
CAFE MONDIALE INC,,1947 SHEPPARD AVE W,Toronto,NORTH YORK,Ontario,M3L 1Y8,4167469496,EATING PLACES,43.739446,-79.512598,722513,58120304,"$75,452.00 ",2,2,2000
CAFE ON INGRAM,,2221 KEELE ST SUITE 102,Toronto,NORTH YORK,Ontario,M6M 3Z5,4162480765,EATING PLACES,43.69896,-79.475461,722513,58120304,"$152,427.00 ",4,4,
CAFE ON THE GO,,6464 YONGE ST SUITE 170,Toronto,NORTH YORK,Ontario,M2M 3X4,4162279335,EATING PLACES,43.79628,-79.419691,722513,58120304,"$175,292.00 ",5,5,
CAFE SAN MARCO,,852 THE QUEENSWAY,Toronto,ETOBICOKE,Ontario,M8Z 1N7,,EATING PLACES,43.62502,-79.509621,722513,58120304,"$145,921.00 ",4,4,
CAFE SUPREME,,160 BLOOR ST E UNIT 110,Toronto,TORONTO,Ontario,M4W 1B9,4164139677,EATING PLACES,43.67162,-79.383011,722513,58120304,"$167,810.00 ",5,5,2005
CAFE TORONTO,,65 FRONT ST W,Toronto,TORONTO,Ontario,M5J 1E6,4168618253,EATING PLACES,43.64552,-79.380311,722513,58120304,"$337,838.00 ",10,10,
CAFE VICTORIA  LTD,,25 VICTORIA ST SUITE 23,Toronto,TORONTO,Ontario,M5C 2A1,,EATING PLACES,43.64972,-79.376691,722513,58120304,"$114,321.00 ",3,3,1996
CAFE ZAVIDA,,382 YONGE STREET,Toronto,TORONTO,Ontario,M5B 1S8,6473510055,EATING PLACES,43.6593,-79.382322,722513,58120304,$0.00 ,10,10,2017
CAFFE 123,,163 LAUDER AVE,Toronto,TORONTO,Ontario,M6E 3H3,,EATING PLACES,43.67891,-79.439471,722513,58120304,"$145,921.00 ",4,4,
CAFFE BRASILIANO,,849 DUNDAS ST W,Toronto,TORONTO,Ontario,M6J 1V6,4166036607,EATING PLACES,43.65127,-79.410091,722513,58120304,"$72,231.00 ",2,2,1999
CAFFEE ARTIGIANO,,67 YONGE ST,Toronto,TORONTO,Ontario,M5E 1J8,4169017597,EATING PLACES,43.648943,-79.377664,722513,58120304,$0.00 ,10,10,2014
CAFFE LATTE INC,,2409 YONGE ST SUITE 1,Toronto,TORONTO,Ontario,M4P 2E7,4164822333,EATING PLACES,43.71028,-79.398801,722513,58120304,"$75,452.00 ",2,2,1996
CALDENSE BAKERY & PASTRIES INC,,1209 DUNDAS ST W,Toronto,TORONTO,Ontario,M6J 1X3,4165343847,RETAIL BAKERIES,43.64925,-79.422601,311811,54610000,"$426,797.00 ",12,4,1994
CAMRO INC,,55 BLOOR ST W UNIT 131,Toronto,TORONTO,Ontario,M4W 1A5,4169620275,EATING PLACES,43.66963,-79.388641,722513,58120304,"$328,323.00 ",12,12,2004
CANADIAN COFFEE & TEA EXPO,,2090 AVENUE RD,Toronto,NORTH YORK,Ontario,M5M 4A8,4167845210,EATING PLACES,43.73692,-79.420681,722513,58120304,"$175,292.00 ",5,5,
CANEPHORA,,222 FINCH AVE W SUITE 101,Toronto,NORTH YORK,Ontario,M2R 1M6,6473504080,EATING PLACES,43.775612,-79.434522,722513,58120304,$0.00 ,10,10,2015
CANTERBURY FOOD SERVICE,,43 DRUMMOND ST,Toronto,ETOBICOKE,Ontario,M8V 1Y7,,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.61144,-79.501221,424490,51490901,$0.00 ,1,1,
CAPITAL ESPRESSO,,1349 QUEEN ST W,Toronto,TORONTO,Ontario,M6K 1M1,4165317730,EATING PLACES,43.640941,-79.434596,722513,58120304,$0.00 ,10,10,2015
"CAPPUCCINO NETWORK, THE",,1450 O'CONNOR DR,Toronto,TORONTO,Ontario,M4B 2T8,,EATING PLACES,43.71365,-79.306761,722513,58120304,"$167,810.00 ",5,5,
CARIBBEAN VYBZ CATERING AND BAKERY,,55 EMMETT AVE,Toronto,TORONTO,Ontario,M6M 2E4,4162441414,DIRECT SELLING ESTABLISHMENTS,43.688778,-79.503925,722330,59630204,$0.00 ,10,10,2016
CHAO CIAO ESPRESSO,,897 BROADVIEW AVE,Toronto,TORONTO,Ontario,M4K 2P9,6473488893,EATING PLACES,43.680882,-79.357736,722513,58120304,$0.00 ,10,10,2017
CHARLES FARAM BREWING SUPPLIES INC,,136 SKYWAY AVE,Toronto,ETOBICOKE,Ontario,M9W 4Y9,4169079343,"COMMERCIAL EQUIPMENT, NEC",43.682321,-79.581843,423440,50460302,"$426,797.00 ",3,3,2014
CHERRY BOMB COFFEE,,67 RONCESVALLES AVE,Toronto,TORONTO,Ontario,M6R 2K6,4165168212,EATING PLACES,43.64124,-79.446851,722513,58120304,"$175,292.00 ",5,5,
CHOICE SANDWICHES,,700 BAY ST UNIT 3,Toronto,TORONTO,Ontario,M5G 1Z6,,EATING PLACES,43.65822,-79.385021,722513,58120304,"$167,810.00 ",5,5,
CHRIS' COFFEE SHOP,,1 VALLEYBROOK DR SUITE 500,Toronto,NORTH YORK,Ontario,M3B 2S7,4164479462,EATING PLACES,43.75852,-79.353291,722513,58120304,"$175,292.00 ",5,5,1996
CIRCUS COFFEE HOUSE,,7 WOODMOUNT AVE,Toronto,TORONTO,Ontario,M4C 3X4,4164233603,EATING PLACES,43.68552,-79.315221,722513,58120304,"$175,292.00 ",5,5,
CJM COFFEE JAZZ MIXERS INC,,28 FINCH AVE W UNIT 116,Toronto,NORTH YORK,Ontario,M2N 2G7,6478008280,EATING PLACES,43.77955,-79.417761,722511,58129902,"$109,441.00 ",3,3,2013
CLAUDIAS DONUTS INC,,744 BROWNS LINE,Toronto,ETOBICOKE,Ontario,M8W 3W1,4165194595,EATING PLACES,43.60791,-79.548321,722513,58120304,"$145,921.00 ",4,4,2004
CLEARSPOT BILLIARDS & CAFE,,489 COLLEGE ST,Toronto,TORONTO,Ontario,M6G 1A5,,"AMUSEMENT AND RECREATION, NEC, NSK",43.65586,-79.409191,713990,79990401,"$35,021.00 ",1,1,
CLUB COFFEE L.P.,,55 CARRIER DR SUITE 1,Toronto,ETOBICOKE,Ontario,M9W 5V9,4166751300,"GROCERIES AND RELATED PRODUCTS, NEC, NSK",43.73762,-79.609411,424490,51490901,"$21,377,485.00 ",150,150,2007
COFFEE 2 GO LTD,,28 LEE CENTRE DR,Toronto,TORONTO,Ontario,M1H 3J1,4162892889,EATING PLACES,43.7811,-79.247421,722513,58120304,"$145,921.00 ",4,4,2009
"COFFEE AND JUICE COMPANY, THE",,31 INDUSTRIAL ST,Toronto,TORONTO,Ontario,M4G 1Z2,4164224788,EATING PLACES,43.70761,-79.358991,722513,58120304,"$199,238.00 ",5,5,
COFFEE AND JUICE SOLUTIONS INC,,46 MUNSON CRES,Toronto,SCARBOROUGH,Ontario,M1P 3M9,,EATING PLACES,43.76072,-79.264301,722513,58120304,$0.00 ,5,5,
COFFEE ASSOCIATION OF CANADA,,885 DON MILLS RD SUITE 301,Toronto,NORTH YORK,Ontario,M3C 1V9,4165108032,"BUSINESS ASSOCIATIONS, NSK",43.725,-79.339241,813910,86110100,"$1,021,450.00 ",10,10,1991
COFFEE COFFEE,,2203 BLOOR ST W,Toronto,TORONTO,Ontario,M6S 1N5,4167676409,EATING PLACES,43.651229,-79.475563,722513,58120304,"$221,020.00 ",7,7,2015
COFFEE CULTURE CAFE AND EATERY,,399 JANE ST,Toronto,TORONTO,Ontario,M6S 3Z6,,EATING PLACES,43.65849,-79.487801,722511,58120000,"$167,810.00 ",5,5,2013
COFFEE & DONUTS VN,,1367 WILSON AVE SUITE B,Toronto,NORTH YORK,Ontario,M3M 1H7,,EATING PLACES,43.72286,-79.498031,722513,58120304,$0.00 ,10,10,
COFFEE ESSENCE,,6983 YONGE ST,Toronto,NORTH YORK,Ontario,M2M 3X9,,EATING PLACES,43.79764,-79.419481,722511,58120000,"$152,427.00 ",4,4,
COFFEE EXCHANGE,,109 MCCAUL ST UNIT 34,Toronto,TORONTO,Ontario,M5T 3K5,4165918430,EATING PLACES,43.65413,-79.391041,722513,58120304,"$75,452.00 ",2,2,
COFFEE GUITAR,,1280 BLOOR ST W,Toronto,TORONTO,Ontario,M6H 1N8,6477483319,EATING PLACES,43.658667,-79.441519,722513,58120304,"$211,586.00 ",7,7,2016
COFFEE HERE,,3430 FINCH AVE E UNIT 1B,Toronto,SCARBOROUGH,Ontario,M1W 2R5,4164918452,EATING PLACES,43.79732,-79.314511,722513,58120304,"$72,231.00 ",2,2,
COFFEE HOUSE DONUTS,,547 GERRARD ST E,Toronto,TORONTO,Ontario,M4M 1X7,,EATING PLACES,43.6647,-79.354831,722513,58120304,"$109,441.00 ",3,3,2009
COFFEE HUT INC,,119 SPADINA AVE SUITE 101,Toronto,TORONTO,Ontario,M5V 2L1,9056252549,EATING PLACES,43.64708,-79.395371,722513,58120304,"$152,427.00 ",4,4,1993
"COFFEE LAB, THE",,8 WESTMORE DR,Toronto,ETOBICOKE,Ontario,M9V 3Z7,6472128817,EATING PLACES,43.742997,-79.604176,722513,58120304,"$211,586.00 ",7,7,2015
COFFEE LIFE,,676 FINCH AVE E SUITE B,Toronto,NORTH YORK,Ontario,M2K 2E6,,EATING PLACES,43.78797,-79.380611,722513,58120304,"$152,427.00 ",4,4,
COFFEE LIME & DELI,,160 FLOYD AVE,Toronto,TORONTO,Ontario,M4K 2B7,,EATING PLACES,43.68758,-79.348441,722513,58120304,"$167,810.00 ",5,5,1999
COFFEE ON THE GO,,141 BAY ST,Toronto,TORONTO,Ontario,M5J 1J5,4168151861,EATING PLACES,43.64554,-79.377711,722513,58120304,"$297,233.00 ",10,10,
COFFEE PLACE,,3551 SHEPPARD AVE E,Toronto,SCARBOROUGH,Ontario,M1T 3K8,4168380534,EATING PLACES,43.78025,-79.299691,722513,58120304,"$152,427.00 ",4,4,2003
COFFEE PLUS INC,,1717 WILSON AVE,Toronto,NORTH YORK,Ontario,M3L 1A7,4162416000,EATING PLACES,43.71884,-79.516851,722513,58120304,"$284,547.00 ",10,10,2006
COFFEE POT CAFE,,2721 JANE ST UNIT 1,Toronto,NORTH YORK,Ontario,M3L 1S3,4167458111,EATING PLACES,43.74068,-79.513211,722513,58120304,"$297,233.00 ",10,10,2009
COFFEE PUBLIC,,180 SHAW ST,Toronto,TORONTO,Ontario,M6J 2W5,6473488722,EATING PLACES,43.646959,-79.417293,722513,58120304,$0.00 ,10,10,2017
COFFEE TIME,,3030 DON MILLS RD,Toronto,TORONTO,Ontario,M2J 3C1,,EATING PLACES,43.78607,-79.351771,722511,58120000,"$337,838.00 ",10,10,
COFFEE TIME,,1110 FINCH AVE W,Toronto,NORTH YORK,Ontario,M3J 2T2,4167399559,EATING PLACES,43.76823,-79.474221,722511,58120000,"$297,233.00 ",10,10,
COFFEE TIME,,1620 BIRCHMOUNT RD SUITE 5,Toronto,SCARBOROUGH,Ontario,M1P 2H6,4167010667,EATING PLACES,43.76314,-79.291451,722513,58120304,"$284,547.00 ",10,10,2014
COFFEE TIME,,4700 DUFFERIN ST UNIT 4A,Toronto,NORTH YORK,Ontario,M3H 5S7,,EATING PLACES,43.77549,-79.469521,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME,,1733 EGLINTON AVE W,Toronto,TORONTO,Ontario,M6E 2H4,,EATING PLACES,43.69622,-79.446911,722513,58120304,"$284,547.00 ",10,10,
COFFEE TIME,,2788 LAKE SHORE BLVD W,Toronto,TORONTO,Ontario,M8V 1H5,4165038884,EATING PLACES,43.601951,-79.500253,722513,58120304,"$175,292.00 ",5,5,
COFFEE TIME,,1571 SANDHURST CIR,Toronto,SCARBOROUGH,Ontario,M1V 1V2,,RETAIL BAKERIES,43.808863,-79.270939,311811,54610000,"$175,292.00 ",5,5,
COFFEE TIME,,1005 LANSDOWNE AVE,Toronto,TORONTO,Ontario,M6H 4E9,4165882760,EATING PLACES,43.66703,-79.446201,722513,58120304,"$297,233.00 ",10,10,2018
COFFEE TIME,,1500 ST CLAIR AVE W,Toronto,TORONTO,Ontario,M6E 1C8,4166569582,EATING PLACES,43.67564,-79.455171,722513,58120304,"$337,838.00 ",10,10,2009
COFFEE TIME,,2097 WESTON RD,Toronto,TORONTO,Ontario,M9N 1X7,,EATING PLACES,43.70246,-79.523261,722513,58120304,"$297,233.00 ",10,10,2013
COFFEE TIME,,124 BELFIELD RD SUITE 1,Toronto,ETOBICOKE,Ontario,M9W 1G1,4162407710,EATING PLACES,43.70314,-79.574621,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME,,680 PROGRESS AVE,Toronto,SCARBOROUGH,Ontario,M1H 3A5,,EATING PLACES,43.77749,-79.248891,722513,58120304,"$284,547.00 ",10,10,
COFFEE TIME,,4040 FINCH AVE E,Toronto,SCARBOROUGH,Ontario,M1S 4V5,4163328881,RETAIL BAKERIES,43.80243,-79.293711,311811,54610000,"$175,292.00 ",5,5,2008
COFFEE TIME & CAPTAIN SUB,,821 BRIMLEY RD,Toronto,SCARBOROUGH,Ontario,M1J 1C9,,EATING PLACES,43.752592,-79.254904,722513,58120313,"$211,586.00 ",7,7,2016
COFFEE TIME DONUTS,,2516 FINCH AVE W,Toronto,NORTH YORK,Ontario,M9M 2G3,4167442698,EATING PLACES,43.748517,-79.559222,722513,58120304,"$297,233.00 ",10,10,1982
COFFEE TIME DONUTS,,308 BROWNS LINE,Toronto,ETOBICOKE,Ontario,M8W 3T6,4165039680,EATING PLACES,43.5994,-79.544581,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME DONUTS,,122 MILLWICK DR UNIT 1,Toronto,NORTH YORK,Ontario,M9L 1Y6,6473488463,EATING PLACES,43.76123,-79.566261,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME DONUTS,,3671 BATHURST ST,Toronto,NORTH YORK,Ontario,M6A 2E6,,EATING PLACES,43.73408,-79.432931,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME DONUTS,,222 THE ESPLANADE UNIT 2,Toronto,TORONTO,Ontario,M5A 4M8,,RETAIL BAKERIES,43.64974,-79.365611,445291,54619905,"$106,699.00 ",3,3,
COFFEE TIME DONUTS,,255 COXWELL AVE,Toronto,TORONTO,Ontario,M4L 3B5,4167781787,EATING PLACES,43.67305,-79.319051,722513,58120304,"$243,884.00 ",8,8,1987
COFFEE TIME DONUTS,,2900 WARDEN AVE,Toronto,SCARBOROUGH,Ontario,M1W 2S8,,EATING PLACES,43.798477,-79.31662,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME DONUTS,,195 KING ST E,Toronto,TORONTO,Ontario,M5A 1J5,,RETAIL BAKERIES,43.65061,-79.370021,311811,54610000,"$175,292.00 ",5,5,
COFFEE TIME DONUTS,,2424 BLOOR ST W,Toronto,TORONTO,Ontario,M6S 1P9,,EATING PLACES,43.649564,-79.483723,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME DONUTS,,1848 AVENUE RD,Toronto,NORTH YORK,Ontario,M5M 3Z5,,RETAIL BAKERIES,43.73122,-79.419361,311811,54610000,"$175,292.00 ",5,5,
COFFEE TIME DONUTS,,824 SHEPPARD AVE W SUITE 1,Toronto,NORTH YORK,Ontario,M3H 2T2,,RETAIL BAKERIES,43.75326,-79.451211,311811,54610000,"$358,204.00 ",10,10,
COFFEE TIME DONUTS,,185 SHEPPARD AVE E,Toronto,NORTH YORK,Ontario,M2N 3A8,4162265945,RETAIL BAKERIES,43.76378,-79.399311,311811,54610000,"$175,292.00 ",5,5,
COFFEE TIME DONUTS,,215 CARLINGVIEW DR,Toronto,TORONTO,Ontario,M9W 5X8,4167989998,EATING PLACES,43.683989,-79.594211,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME DONUTS,,1570 WILSON AVE,Toronto,NORTH YORK,Ontario,M3L 1A3,4162446458,RETAIL BAKERIES,43.728148,-79.478158,311811,54610000,"$175,292.00 ",5,5,
COFFEE TIME DONUTS COFFEE,,312 O'CONNOR DRIVE,Toronto,EAST YORK,Ontario,M4J 2T9,,EATING PLACES,43.694944,-79.342817,722513,58120304,"$284,547.00 ",10,10,2016
COFFEE TIME DONUT SHOP,,1575 LAWRENCE AVE W SUITE 3,Toronto,NORTH YORK,Ontario,M6L 1C3,4162412019,EATING PLACES,43.70579,-79.488501,722513,58120304,"$198,156.00 ",6,6,
COFFEE TIME DONUTS INC,,10 LOWER SPADINA AVE SUITE LOWER,Toronto,TORONTO,Ontario,M5V 2Z2,,EATING PLACES,43.63783,-79.392411,722513,58120304,"$198,156.00 ",6,6,
COFFEE TIME DONUTS INCORPORATED,,574 EGLINTON AVE W,Toronto,TORONTO,Ontario,M5N 1B8,,EATING PLACES,43.70294,-79.417271,722513,58120304,$0.00 ,0,10,
COFFEE TIME DONUTS INCORPORATED,,2615 EGLINTON AVE W,Toronto,TORONTO,Ontario,M6M 1T3,,EATING PLACES,43.68996,-79.474591,722513,58120304,$0.00 ,0,5,
COFFEE TIME DONUTS INCORPORATED,,1115 BLOOR ST W,Toronto,TORONTO,Ontario,M6H 1M7,,RETAIL BAKERIES,43.65979,-79.434621,445291,54619905,$0.00 ,0,5,
COFFEE TIME DONUTS INCORPORATED,,4447 SHEPPARD AVE E,Toronto,SCARBOROUGH,Ontario,M1S 1V3,4164122121,EATING PLACES,43.787825,-79.26682,722513,58120304,$0.00 ,0,4,
COFFEE TIME DONUTS INCORPORATED,,1880 EGLINTON AVE E,Toronto,SCARBOROUGH,Ontario,M1L 2L1,,EATING PLACES,43.725082,-79.300773,722513,58120304,$0.00 ,0,1,
COFFEE TIME DONUTS INCORPORATED,,3030 LAWRENCE AVE E SUITE 105,Toronto,SCARBOROUGH,Ontario,M1P 2T7,,EATING PLACES,43.755132,-79.247742,722513,58120304,$0.00 ,0,5,
COFFEE TIME DONUTS INCORPORATED,,235 QUEEN ST E,Toronto,TORONTO,Ontario,M5A 1S5,4163641881,EATING PLACES,43.6544,-79.369191,722513,58120304,$0.00 ,0,1,
COFFEE TIME DONUTS INCORPORATED,,4578 YONGE ST,Toronto,NORTH YORK,Ontario,M2N 5L7,,EATING PLACES,43.75649,-79.410201,722513,58120304,$0.00 ,0,7,
COFFEE TIME DONUTS LTD,,3622 DUFFERIN ST,Toronto,NORTH YORK,Ontario,M3K 1N7,4163980162,EATING PLACES,43.73181,-79.459121,722513,58120304,"$297,233.00 ",10,10,
COFFEE TIME LTD,,4200 WESTON RD UNIT 3,Toronto,NORTH YORK,Ontario,M9L 1W7,4167440963,EATING PLACES,43.76726,-79.546211,722513,58120304,"$297,233.00 ",10,10,2009
COFFE IN,,2181 LAWRENCE AVE E,Toronto,SCARBOROUGH,Ontario,M1P 2P5,6473487282,EATING PLACES,43.747659,-79.283826,722513,58120304,"$167,810.00 ",5,5,
COLUMBIA COFFEE AND TEA CO,,505 CLAYSON RD SUITE 3,Toronto,NORTH YORK,Ontario,M9M 2W7,4167454235,EATING PLACES,43.72698,-79.527111,722513,58120304,"$221,020.00 ",7,7,2010
COMMERCIAL BEVERAGE SYSTEMS,,24 BRYDON DR SUITE 3,Toronto,ETOBICOKE,Ontario,M9W 5R6,4167463530,"REPAIR SERVICES, NEC, NSK",43.71457,-79.571981,811219,76992210,"$251,505.00 ",4,4,1996
COMPANY'S COMING,,4700 KEELE ST,Toronto,NORTH YORK,Ontario,M3J 1P3,4166500191,EATING PLACES,43.774561,-79.494008,722513,58120304,"$189,698.00 ",6,6,
COMPETITION AUTOMATIC SERVICES LTD,,524 MCNICOLL AVE,Toronto,NORTH YORK,Ontario,M2H 2E1,4164296111,"BUSINESS SERVICES, NEC, NSK",43.803835,-79.340031,561990,73899906,"$304,855.00 ",4,4,1977
COMPETITION COFFEE SYSTEMS INC,,1111 FINCH AVE W UNIT 43,Toronto,NORTH YORK,Ontario,M3J 2E5,4164296111,"BUSINESS SERVICES, NEC, NSK",43.767013,-79.474784,561990,73899906,"$364,804.00 ",5,5,2011
CORDOBA COFFEE LIMITED,,67 WESTMORE DR SUITE 14,Toronto,ETOBICOKE,Ontario,M9V 3Y6,4167439400,"ROASTED COFFEE, NSK",43.73984,-79.602941,311920,20959901,"$182,913.00 ",8,8,1990
COUNTRY STYLE,,2929 DANFORTH AVE,Toronto,TORONTO,Ontario,M4C 1M4,4166916374,EATING PLACES,43.690002,-79.293414,722513,58120304,"$297,233.00 ",10,10,
COUNTRY STYLE,,665 MARKHAM RD,Toronto,SCARBOROUGH,Ontario,M1H 2A4,,EATING PLACES,43.761488,-79.225845,722513,58120304,"$175,292.00 ",5,5,
COUNTRY STYLE COFFEE-BLIMPIE,,10 ST MARY ST,Toronto,TORONTO,Ontario,M4Y 2W8,,EATING PLACES,43.6681,-79.386171,722513,58120304,"$145,921.00 ",4,4,
COUNTRY STYLE DONUTS,,1708 QUEEN ST E,Toronto,TORONTO,Ontario,M4L 1G7,4166949111,EATING PLACES,43.667391,-79.312121,722513,58120304,"$297,233.00 ",10,10,
COUNTRY STYLE DONUTS,,603 DAVENPORT RD,Toronto,TORONTO,Ontario,M5R 1L1,,EATING PLACES,43.67664,-79.411441,722513,58120304,"$233,474.00 ",8,8,
COUNTRY STYLE DONUTS,,1519 BIRCHMOUNT RD,Toronto,SCARBOROUGH,Ontario,M1P 2H2,,EATING PLACES,43.75937,-79.289321,722513,58120304,"$297,233.00 ",10,10,
COUNTRY STYLE DONUTS,,136 ORTON PARK RD SUITE 5,Toronto,SCARBOROUGH,Ontario,M1G 3H1,4164300200,EATING PLACES,43.77162,-79.209181,722513,58120304,"$284,547.00 ",10,10,2008
